carat,cut,depth,table
0.56,Premium,61.1,58.0
0.96,Fair,64.5,60.0
0.74,Fair,66.0,56.0
0.57,Premium,61.9,60.0
0.5,Premium,61.0,60.0
0.5,Premium,62.3,59.0
0.69,Fair,57.8,66.0
0.75,Premium,61.1,57.0
0.75,Premium,58.8,60.0
0.58,Premium,59.9,58.0
0.71,Premium,62.6,59.0
0.7,Premium,62.2,58.0
0.8,Premium,61.4,57.0
0.64,Premium,62.3,58.0
0.78,Premium,59.7,59.0
0.72,Premium,62.0,56.0
0.7,Premium,62.6,58.0
0.61,Premium,59.6,61.0
0.7,Fair,65.3,55.0
0.52,Fair,57.2,64.0
0.5,Premium,61.1,55.0
0.68,Premium,61.6,59.0
0.62,Fair,60.0,64.0
0.82,Premium,62.2,58.0
0.71,Fair,55.5,62.0
0.7,Premium,62.0,60.0
0.51,Premium,61.6,59.0
0.71,Fair,62.6,57.0
0.62,Fair,57.1,60.0
0.8,Premium,60.0,60.0
0.77,Premium,60.4,58.0
0.54,Premium,60.5,55.0
0.7,Fair,64.6,53.0
0.41,Premium,61.6,59.0
0.32,Premium,61.6,59.0
0.32,Premium,62.4,59.0
0.51,Premium,60.5,59.0
0.7,Fair,66.0,56.0
0.57,Premium,60.9,57.0
0.58,Premium,59.7,59.0
0.71,Premium,62.1,58.0
0.71,Premium,60.4,61.0
0.53,Premium,61.8,60.0
0.54,Premium,61.1,58.0
0.7,Fair,62.0,73.0
0.7,Premium,61.3,58.0
0.75,Fair,65.1,57.0
0.62,Premium,60.0,59.0
0.73,Premium,61.2,58.0
0.71,Fair,65.2,55.5
0.71,Fair,64.5,56.0
0.71,Premium,61.9,58.0
0.6,Premium,59.7,60.0
0.58,Premium,60.7,58.0
0.7,Premium,62.2,58.0
0.6,Premium,62.8,61.0
0.7,Premium,61.9,62.0
0.7,Premium,61.7,62.0
0.73,Premium,62.2,57.0
0.74,Premium,62.8,57.0
0.51,Premium,60.1,56.0
0.71,Premium,62.4,59.0
0.71,Fair,65.1,56.0
1.0,Fair,65.4,57.0
0.55,Premium,59.7,57.0
0.72,Premium,62.6,60.0
0.7,Fair,64.7,60.0
0.7,Fair,65.2,56.0
1.0,Fair,69.9,61.0
0.7,Fair,64.7,55.0
0.7,Fair,56.6,61.0
0.7,Fair,66.0,56.0
0.75,Premium,62.5,58.0
0.59,Premium,62.2,60.0
0.6,Premium,59.3,60.0
0.72,Fair,68.4,64.0
0.72,Premium,61.7,58.0
0.7,Fair,65.1,56.0
0.71,Premium,62.7,59.0
0.77,Premium,61.3,58.0
0.91,Fair,65.0,58.0
0.81,Premium,60.6,60.0
0.72,Fair,65.7,57.0
0.64,Premium,62.2,55.0
0.74,Premium,58.3,58.0
0.83,Fair,65.1,59.0
0.65,Premium,60.5,58.0
1.04,Fair,65.4,60.0
0.7,Premium,62.0,55.0
0.7,Premium,59.8,61.0
0.71,Premium,60.2,60.0
0.9,Fair,59.9,66.0
0.9,Fair,64.4,59.0
0.3,Premium,61.3,61.0
0.3,Premium,62.9,56.0
0.3,Premium,61.9,58.0
0.32,Premium,60.6,59.0
0.32,Premium,61.9,58.0
0.32,Premium,61.7,58.0
0.32,Premium,61.6,61.0
0.32,Premium,61.1,59.0
0.32,Premium,59.9,61.0
0.32,Premium,61.0,59.0
0.32,Premium,62.3,58.0
0.32,Premium,62.7,58.0
0.32,Premium,59.7,59.0
0.3,Premium,61.2,60.0
0.3,Premium,61.3,58.0
0.3,Premium,59.5,62.0
0.3,Premium,59.3,59.0
0.3,Premium,62.9,58.0
0.3,Premium,62.6,58.0
0.7,Premium,59.6,60.0
0.75,Premium,62.7,61.0
0.6,Premium,59.4,58.0
0.7,Premium,62.8,59.0
0.52,Fair,64.6,58.0
0.72,Premium,61.8,56.0
0.53,Premium,60.0,61.0
0.71,Premium,60.6,59.0
0.53,Premium,59.2,60.0
0.71,Premium,62.7,60.0
0.73,Fair,65.5,60.0
0.76,Premium,61.1,58.0
0.72,Premium,61.5,59.0
0.71,Fair,57.0,62.0
0.7,Premium,60.5,59.0
0.7,Premium,63.0,59.0
0.7,Fair,63.1,57.0
0.71,Fair,64.6,60.0
0.7,Fair,64.9,56.0
0.52,Premium,61.9,61.0
0.52,Premium,59.2,58.0
0.7,Premium,60.8,59.0
0.7,Premium,62.0,58.0
0.7,Premium,61.3,58.0
0.72,Premium,61.3,59.0
0.7,Premium,61.8,59.0
0.7,Premium,58.8,59.0
0.5,Premium,63.0,57.0
0.5,Premium,62.3,58.0
0.5,Premium,61.9,58.0
0.5,Premium,61.8,56.0
0.34,Fair,55.8,62.0
0.7,Premium,61.3,59.0
0.73,Premium,60.8,58.0
0.73,Premium,62.0,58.0
0.73,Fair,59.2,64.0
0.73,Fair,53.4,65.0
0.7,Fair,65.6,55.0
0.7,Fair,65.9,59.0
0.7,Fair,64.8,60.0
0.7,Fair,64.5,60.0
0.56,Premium,59.7,59.0
0.7,Premium,58.3,61.0
0.56,Premium,59.9,58.0
0.84,Fair,64.5,60.0
0.6,Fair,57.9,67.0
0.82,Premium,61.2,58.0
0.71,Premium,61.3,58.0
0.71,Premium,62.1,60.0
0.71,Premium,62.3,60.0
0.7,Premium,60.3,58.0
0.87,Premium,59.1,58.0
0.63,Premium,60.4,58.0
0.67,Premium,60.6,61.0
0.77,Premium,62.5,60.0
0.57,Premium,61.6,58.0
0.71,Premium,60.2,58.0
0.76,Premium,62.8,61.0
0.7,Premium,62.0,61.0
0.7,Premium,60.9,62.0
0.7,Fair,64.5,59.0
0.7,Premium,60.3,55.0
0.7,Premium,61.1,60.0
0.63,Premium,61.3,61.0
0.59,Premium,60.8,57.0
0.71,Premium,58.9,62.0
0.71,Premium,62.8,59.0
0.7,Premium,62.6,55.0
0.7,Premium,61.8,59.0
0.7,Premium,62.0,61.0
0.77,Fair,65.1,57.0
0.7,Premium,60.2,61.0
0.7,Premium,62.9,60.0
0.7,Premium,62.9,57.0
0.7,Premium,59.8,56.0
0.7,Premium,62.2,58.0
0.51,Premium,62.1,57.0
0.3,Premium,62.2,60.0
0.3,Premium,61.6,62.0
0.3,Premium,60.8,61.0
0.3,Premium,61.2,62.0
0.3,Premium,61.6,61.0
0.3,Premium,61.7,61.0
0.3,Premium,61.7,61.0
0.3,Premium,62.7,59.0
0.33,Premium,62.4,60.0
0.73,Premium,60.6,59.0
0.58,Premium,61.8,55.0
0.61,Premium,62.7,57.0
0.58,Fair,57.9,56.0
0.58,Premium,59.6,59.0
0.58,Premium,61.4,58.0
0.76,Fair,65.5,59.0
0.74,Premium,62.9,57.0
0.74,Fair,66.3,63.0
0.7,Premium,62.4,60.0
0.95,Premium,61.7,59.0
0.62,Premium,62.2,58.0
0.7,Premium,60.4,58.0
0.7,Premium,62.3,58.0
0.7,Premium,62.1,59.0
0.73,Premium,61.4,58.0
0.73,Premium,61.8,62.0
0.71,Premium,60.9,59.0
0.71,Fair,64.6,60.0
0.71,Fair,57.0,68.0
0.81,Premium,61.8,57.0
0.79,Premium,59.1,57.0
0.78,Premium,62.8,56.0
0.74,Premium,60.9,60.0
0.71,Premium,62.5,61.0
0.8,Premium,61.6,60.0
0.71,Premium,62.5,59.0
0.51,Premium,61.1,58.0
0.72,Premium,61.4,61.0
0.51,Premium,60.5,59.0
0.72,Fair,65.9,57.0
0.51,Premium,60.0,58.0
1.01,Premium,58.4,60.0
0.74,Premium,60.1,58.0
0.61,Premium,62.4,57.0
0.71,Premium,62.4,62.0
0.71,Premium,62.5,60.0
0.71,Fair,64.7,60.0
0.7,Fair,58.6,56.0
0.71,Premium,62.1,58.0
0.47,Fair,60.6,60.0
0.63,Premium,61.0,61.0
0.67,Premium,62.5,59.0
0.72,Premium,61.2,62.0
0.7,Premium,61.8,60.0
0.6,Premium,59.6,59.0
0.75,Premium,61.9,55.0
0.7,Premium,61.1,61.0
0.71,Premium,62.8,61.0
0.71,Premium,62.1,62.0
0.71,Premium,58.5,58.0
0.75,Premium,61.0,58.0
0.72,Premium,60.9,60.0
0.7,Premium,60.8,58.0
0.7,Premium,61.4,59.0
0.56,Premium,61.1,56.0
0.7,Premium,61.8,55.0
0.68,Premium,62.0,59.0
0.71,Premium,60.5,60.0
0.76,Premium,59.8,57.0
0.8,Premium,60.1,57.0
0.7,Premium,61.9,58.0
0.71,Premium,62.7,57.0
0.62,Premium,61.9,58.0
0.75,Premium,62.3,57.0
0.7,Premium,62.9,61.0
0.7,Fair,60.2,66.0
0.7,Premium,59.6,58.0
0.73,Premium,62.5,58.0
0.7,Premium,59.5,58.0
0.7,Premium,58.8,58.0
0.73,Premium,59.3,59.0
0.7,Premium,61.7,61.0
0.69,Fair,61.2,65.4
0.71,Premium,59.7,60.0
0.54,Premium,60.7,56.0
0.74,Premium,62.7,60.0
0.58,Premium,62.6,56.0
0.36,Premium,61.3,60.0
0.31,Premium,62.1,58.0
0.31,Premium,62.6,60.0
0.7,Premium,59.4,60.0
0.7,Premium,61.2,59.0
0.7,Premium,63.0,56.0
1.06,Fair,64.5,57.0
0.7,Fair,66.7,59.0
0.83,Premium,59.1,60.0
0.64,Premium,60.9,59.0
0.7,Premium,60.5,58.0
0.52,Premium,61.1,59.0
0.73,Premium,59.7,59.0
0.8,Fair,61.2,58.0
0.72,Premium,60.6,59.0
0.72,Premium,60.6,62.0
0.77,Premium,61.6,58.0
0.71,Premium,62.0,54.0
0.71,Premium,58.1,61.0
0.75,Premium,63.0,58.0
0.7,Fair,68.5,58.0
0.7,Premium,61.0,59.0
0.61,Premium,62.3,55.0
0.73,Premium,62.2,55.0
1.01,Premium,62.6,57.0
1.07,Premium,59.8,59.0
0.71,Premium,60.3,60.0
0.76,Premium,61.1,58.0
0.72,Premium,61.5,59.0
0.7,Premium,60.5,58.0
0.7,Premium,60.5,59.0
1.0,Premium,59.0,60.0
0.72,Premium,62.1,58.0
0.71,Premium,61.9,59.0
0.7,Premium,62.2,57.0
0.7,Premium,58.0,60.0
0.7,Premium,60.0,60.0
0.7,Premium,62.5,62.0
0.7,Premium,60.8,59.0
0.7,Fair,65.0,56.0
0.7,Premium,58.5,60.0
0.7,Premium,61.9,58.0
0.75,Premium,62.7,58.0
0.7,Premium,61.8,59.0
0.71,Premium,61.8,57.0
0.75,Premium,62.0,60.0
0.7,Premium,62.1,59.0
0.7,Premium,62.9,59.0
0.7,Fair,57.3,63.0
0.75,Premium,60.9,58.0
0.71,Fair,65.7,56.0
0.81,Premium,59.0,57.0
0.57,Premium,62.2,59.0
0.77,Premium,61.6,58.0
0.79,Premium,61.8,59.0
0.71,Premium,62.1,60.0
0.72,Premium,62.7,59.0
0.55,Premium,59.6,60.0
0.73,Fair,65.9,55.0
0.73,Premium,61.8,58.0
0.56,Premium,61.5,58.0
1.0,Fair,68.0,57.0
0.77,Premium,62.2,58.0
0.71,Premium,62.3,56.0
0.82,Premium,61.2,58.0
0.92,Fair,66.1,57.0
0.7,Premium,61.6,58.0
0.7,Premium,61.6,61.0
0.27,Premium,62.4,59.0
0.23,Premium,61.8,60.0
0.31,Premium,61.2,58.0
0.31,Premium,60.5,60.0
0.31,Premium,62.4,58.0
0.31,Premium,59.4,59.0
0.76,Premium,59.3,59.0
1.01,Fair,64.5,56.0
0.53,Premium,60.6,58.0
0.7,Fair,65.2,57.0
0.56,Premium,59.5,61.0
0.53,Premium,61.4,57.0
0.74,Premium,61.8,59.0
0.8,Premium,60.8,59.0
0.77,Fair,59.2,66.0
0.7,Premium,62.3,59.0
1.05,Fair,61.8,57.0
0.71,Premium,62.1,59.0
0.85,Premium,60.7,58.0
0.75,Premium,59.1,58.0
0.75,Premium,63.0,58.0
0.58,Premium,62.2,58.0
0.71,Premium,60.4,58.0
0.81,Fair,66.5,53.0
0.58,Premium,62.2,58.0
0.72,Premium,60.5,59.0
0.7,Premium,62.1,60.0
0.71,Premium,59.3,59.0
0.74,Premium,62.4,58.0
0.71,Premium,60.4,60.0
0.71,Fair,65.5,55.0
0.71,Premium,62.8,59.0
0.71,Fair,64.4,58.0
0.81,Fair,68.8,79.0
0.52,Premium,59.8,58.0
0.76,Premium,61.3,59.0
0.8,Premium,59.1,61.0
0.96,Fair,59.5,60.0
0.71,Premium,61.8,58.0
0.71,Premium,61.1,58.0
0.61,Premium,61.5,58.0
0.71,Premium,61.4,59.0
0.72,Fair,64.6,55.0
0.7,Premium,59.9,58.0
0.7,Premium,60.6,59.0
0.7,Premium,62.9,59.0
0.75,Premium,60.3,61.0
0.73,Premium,61.6,58.0
0.7,Premium,62.4,60.0
0.51,Premium,61.9,56.0
0.9,Fair,66.0,58.0
0.72,Premium,62.2,57.0
0.83,Premium,62.8,58.0
0.78,Fair,64.6,53.0
0.54,Premium,61.0,59.0
0.81,Premium,61.8,58.0
0.81,Premium,61.6,62.0
0.72,Premium,61.6,60.0
0.7,Premium,62.1,60.0
0.72,Premium,61.3,56.0
0.9,Premium,61.9,59.0
0.6,Premium,62.4,56.0
0.72,Premium,61.7,56.0
0.7,Premium,61.7,58.0
0.7,Premium,60.8,58.0
0.71,Premium,61.1,62.0
0.71,Premium,61.6,60.0
0.79,Premium,61.8,60.0
0.73,Fair,64.6,59.0
0.56,Premium,60.7,57.0
0.8,Fair,64.6,55.0
0.71,Fair,57.1,57.0
0.7,Fair,65.2,58.0
0.7,Fair,64.6,57.0
0.72,Premium,61.1,58.0
0.72,Premium,62.6,59.0
0.72,Premium,60.8,58.0
0.7,Premium,60.2,58.0
0.7,Premium,61.9,58.0
0.61,Premium,63.0,60.0
0.7,Premium,62.1,60.0
0.72,Premium,60.4,58.0
0.53,Premium,61.3,58.0
0.87,Premium,61.4,57.0
0.71,Premium,62.7,59.0
0.95,Fair,64.9,56.0
0.51,Premium,61.4,60.0
0.54,Premium,59.1,60.0
0.31,Premium,62.4,59.0
0.31,Premium,59.2,60.0
0.31,Premium,61.5,60.0
0.31,Premium,61.7,58.0
0.31,Premium,61.7,59.0
0.31,Premium,60.9,58.0
0.31,Premium,62.1,58.0
0.59,Premium,61.9,58.0
0.68,Premium,58.6,59.0
1.0,Fair,70.2,58.0
0.71,Premium,61.8,58.0
0.71,Fair,60.1,68.0
0.74,Premium,61.4,57.0
0.74,Premium,59.6,58.0
0.76,Fair,61.9,70.0
0.74,Premium,62.8,54.0
0.7,Premium,58.2,60.0
0.7,Premium,62.9,59.0
0.76,Premium,59.3,62.0
0.71,Premium,58.9,61.0
0.75,Premium,60.2,59.0
0.73,Premium,62.0,57.0
0.75,Premium,60.0,57.0
0.82,Premium,60.0,56.0
0.7,Premium,60.8,59.0
0.7,Premium,61.8,60.0
0.73,Fair,55.9,66.0
0.75,Premium,60.7,62.0
0.55,Premium,58.7,57.0
0.7,Premium,62.8,57.0
0.7,Premium,60.9,62.0
0.7,Premium,60.0,60.0
0.7,Premium,59.0,60.0
0.71,Premium,60.2,60.0
0.53,Premium,62.4,56.0
0.72,Premium,62.8,52.0
0.7,Premium,62.5,59.0
0.7,Premium,62.3,60.0
0.7,Premium,62.9,58.0
0.72,Premium,60.9,60.0
0.89,Fair,68.2,65.0
0.72,Premium,59.9,58.0
0.73,Premium,60.6,59.0
0.7,Premium,63.0,58.0
1.17,Fair,64.5,59.0
1.03,Premium,62.9,59.0
0.75,Premium,60.6,56.0
0.97,Fair,67.2,61.0
0.7,Fair,65.3,57.0
0.82,Fair,66.4,54.0
0.7,Premium,62.1,62.0
0.7,Fair,66.5,55.0
1.05,Premium,61.8,56.0
0.78,Premium,60.6,57.0
0.71,Premium,60.5,59.0
0.73,Premium,60.1,59.0
0.51,Premium,62.6,57.0
1.01,Fair,56.1,63.0
0.7,Premium,61.8,60.0
0.71,Premium,62.7,59.0
0.71,Premium,62.0,59.0
0.81,Premium,60.0,59.0
0.62,Fair,58.8,67.0
0.63,Premium,62.4,59.0
0.71,Premium,60.2,60.0
0.71,Premium,58.5,59.0
0.51,Premium,60.2,58.0
0.8,Premium,62.2,58.0
0.73,Premium,59.3,61.0
0.73,Premium,61.6,62.0
0.73,Premium,62.4,55.0
0.7,Premium,62.8,61.0
0.7,Premium,62.8,59.0
0.7,Premium,61.6,55.0
0.7,Premium,61.7,61.0
0.7,Premium,60.1,58.0
0.81,Premium,61.7,61.0
0.6,Premium,61.3,59.0
0.73,Fair,64.4,59.0
0.7,Fair,67.8,56.0
0.73,Premium,62.8,59.0
0.73,Premium,60.5,57.0
0.73,Premium,61.5,58.0
0.71,Premium,62.2,59.0
0.71,Premium,62.2,58.0
0.7,Premium,60.3,61.0
0.7,Premium,62.8,58.0
0.7,Premium,60.1,59.0
0.71,Fair,64.7,59.0
0.71,Fair,65.1,59.0
0.7,Premium,62.0,61.0
0.7,Fair,61.7,66.0
0.7,Premium,59.0,62.0
0.7,Fair,64.9,64.0
0.72,Premium,62.8,60.0
0.7,Fair,65.6,61.0
0.71,Premium,60.4,59.0
0.7,Premium,61.5,57.0
0.7,Premium,62.5,59.0
0.7,Premium,60.5,58.0
0.72,Premium,62.6,59.0
0.7,Premium,61.8,59.0
0.97,Fair,67.3,55.0
0.7,Premium,58.8,59.0
0.7,Fair,58.1,60.0
0.82,Fair,65.1,58.0
0.84,Fair,65.1,57.0
0.78,Fair,64.6,56.0
0.77,Premium,58.2,60.0
0.72,Premium,59.3,59.0
0.57,Premium,60.6,59.0
0.75,Premium,59.8,60.0
1.2,Premium,62.9,58.0
0.7,Premium,59.1,58.0
0.31,Premium,59.3,59.0
0.31,Premium,61.7,58.0
0.31,Premium,59.8,60.0
0.31,Premium,62.6,60.0
0.31,Premium,59.9,59.0
0.31,Premium,61.5,59.0
0.31,Premium,61.1,59.0
0.31,Premium,62.1,58.0
0.71,Premium,62.9,60.0
0.79,Premium,61.1,59.0
0.71,Premium,62.0,55.0
0.79,Fair,65.3,76.0
0.71,Premium,60.9,58.0
0.71,Premium,61.3,59.0
0.75,Fair,64.5,60.0
0.71,Premium,60.6,58.0
0.72,Premium,62.0,60.0
0.76,Premium,62.8,60.0
0.71,Premium,62.9,58.0
0.7,Premium,60.5,58.0
1.01,Premium,61.7,62.0
0.72,Premium,59.3,57.0
0.72,Fair,65.6,60.0
0.72,Premium,61.6,55.0
0.73,Premium,59.7,59.0
0.55,Premium,61.2,57.0
0.7,Premium,62.8,60.0
0.7,Premium,61.9,56.0
0.81,Premium,60.1,59.0
1.16,Premium,61.7,62.0
0.71,Fair,55.6,73.0
0.66,Premium,60.8,58.0
0.71,Premium,62.8,57.0
0.7,Premium,61.1,62.0
0.74,Premium,59.5,60.0
0.77,Premium,60.7,58.0
0.7,Fair,65.5,57.0
0.54,Premium,62.7,58.0
0.79,Premium,62.8,57.0
0.73,Premium,61.2,59.0
0.73,Premium,60.3,58.0
0.8,Premium,58.5,62.0
0.75,Premium,63.0,58.0
0.71,Fair,66.3,56.0
0.7,Premium,62.5,60.0
0.7,Premium,61.8,62.0
0.7,Premium,58.6,62.0
0.77,Premium,60.3,58.0
1.07,Fair,64.8,56.0
0.55,Premium,62.5,58.0
0.55,Premium,62.7,58.0
0.6,Premium,60.8,59.0
0.9,Fair,66.0,63.0
0.75,Fair,65.1,57.0
0.72,Premium,62.6,59.0
0.7,Premium,62.0,60.0
0.7,Premium,62.1,57.0
1.2,Fair,66.7,57.0
1.2,Fair,65.1,55.0
1.2,Fair,66.6,57.0
0.72,Premium,61.5,59.0
0.9,Fair,65.4,57.0
0.72,Premium,62.9,58.0
0.78,Premium,60.8,60.0
1.05,Premium,61.7,59.0
0.7,Premium,63.0,57.0
0.71,Premium,63.0,59.0
0.71,Premium,61.6,60.0
0.71,Premium,62.7,58.0
0.71,Premium,61.6,57.0
0.7,Fair,64.5,57.0
0.7,Fair,67.8,60.0
0.7,Fair,65.8,59.0
1.12,Premium,60.4,59.0
0.74,Premium,59.2,60.0
0.7,Premium,61.1,58.0
0.7,Fair,56.2,65.0
0.7,Fair,65.8,61.0
0.7,Fair,65.6,60.0
0.72,Premium,62.1,58.0
0.72,Premium,62.0,60.0
0.7,Premium,61.3,58.0
0.71,Premium,61.4,56.0
0.71,Premium,61.3,57.0
0.7,Premium,63.0,56.0
0.71,Premium,61.2,61.0
0.71,Premium,61.7,58.0
0.83,Premium,62.9,57.0
0.83,Fair,64.4,57.0
0.71,Premium,62.2,57.0
0.78,Premium,61.9,58.0
0.51,Premium,62.4,59.0
0.65,Premium,59.4,62.0
1.02,Premium,61.3,57.0
0.51,Premium,60.8,60.0
0.71,Premium,62.0,60.0
0.79,Premium,61.7,60.0
0.62,Premium,58.9,58.0
0.91,Fair,66.3,56.0
0.63,Premium,60.4,58.0
0.54,Premium,61.9,60.0
0.77,Premium,61.9,59.0
0.61,Premium,59.7,58.0
1.03,Premium,62.8,55.0
0.6,Premium,62.4,61.0
0.73,Premium,60.3,58.0
0.73,Premium,59.5,62.0
0.73,Premium,58.3,58.0
0.73,Premium,61.2,59.0
0.7,Premium,61.4,60.0
0.7,Premium,60.7,59.0
0.7,Premium,59.7,60.0
0.7,Premium,62.4,59.0
0.7,Fair,65.1,52.0
0.75,Premium,60.5,58.0
0.7,Premium,60.1,56.0
0.7,Premium,60.8,56.0
0.7,Fair,59.6,66.0
0.93,Premium,61.3,59.0
1.05,Fair,61.8,66.0
0.7,Premium,61.2,62.0
1.21,Fair,65.0,58.0
0.7,Premium,61.8,59.0
0.72,Fair,66.4,57.0
0.31,Premium,59.2,60.0
0.31,Premium,59.7,58.0
0.31,Premium,59.9,59.0
0.31,Premium,62.2,59.0
0.72,Premium,62.7,59.0
0.71,Premium,62.8,58.0
0.72,Premium,62.5,57.0
0.74,Premium,62.5,56.0
0.72,Premium,61.5,56.0
0.74,Premium,63.0,56.0
1.0,Fair,64.9,56.0
0.62,Premium,59.2,59.0
0.7,Fair,55.9,62.0
0.76,Premium,60.0,59.0
0.8,Fair,67.1,56.0
0.7,Premium,62.2,59.0
0.7,Premium,61.9,59.0
0.78,Fair,64.9,55.2
0.73,Fair,60.1,65.0
0.71,Fair,66.4,62.0
0.71,Premium,61.7,56.0
0.58,Premium,59.2,60.0
0.81,Premium,59.4,60.0
0.82,Premium,62.6,57.0
0.72,Premium,62.3,59.0
0.7,Premium,60.9,60.0
0.7,Premium,61.9,59.0
0.8,Premium,61.6,59.0
0.71,Premium,59.6,59.0
0.73,Premium,60.8,60.0
0.71,Premium,59.0,60.0
0.81,Fair,64.6,59.0
0.72,Fair,65.4,56.0
0.7,Premium,60.8,58.0
0.74,Premium,60.7,59.0
0.7,Fair,65.8,56.0
0.7,Premium,63.0,61.0
0.7,Premium,61.3,58.0
0.7,Premium,62.6,60.0
0.75,Premium,60.6,56.0
0.7,Premium,60.7,59.0
0.7,Premium,62.4,61.0
0.7,Premium,60.5,57.0
0.75,Premium,60.4,58.0
0.72,Premium,61.6,57.0
0.51,Premium,59.3,59.0
0.79,Premium,63.0,54.0
0.9,Fair,67.7,61.0
0.7,Premium,62.9,59.0
0.7,Premium,62.2,59.0
0.7,Premium,61.3,59.0
0.7,Premium,61.9,59.0
0.7,Premium,59.5,60.0
0.7,Premium,61.0,59.0
0.76,Premium,62.3,55.0
0.76,Premium,60.0,60.0
0.56,Fair,57.3,60.0
0.71,Premium,61.9,60.0
0.8,Premium,61.8,58.0
0.72,Premium,60.5,60.0
0.66,Premium,60.8,59.0
0.7,Premium,60.2,56.0
0.7,Fair,65.7,55.0
0.9,Fair,64.6,61.0
0.96,Fair,72.2,56.0
0.7,Premium,61.6,58.0
0.72,Premium,62.4,57.0
0.71,Premium,59.1,60.0
0.71,Premium,60.4,62.0
0.7,Premium,60.6,58.0
0.33,Premium,59.6,60.0
0.26,Premium,60.0,56.0
0.29,Premium,62.1,59.0
0.59,Fair,64.4,56.0
0.71,Premium,60.3,59.0
0.71,Premium,63.0,54.0
0.76,Premium,62.5,59.0
0.78,Premium,62.7,56.0
0.7,Premium,62.0,60.0
0.7,Premium,60.0,62.0
0.7,Premium,61.2,60.0
0.85,Premium,62.0,58.0
0.6,Premium,60.0,58.0
0.73,Premium,58.9,60.0
0.74,Premium,59.6,59.0
0.74,Premium,59.0,55.0
0.8,Premium,61.4,58.0
0.71,Premium,61.9,60.0
0.71,Premium,58.9,62.0
0.71,Premium,62.6,58.0
0.76,Premium,62.4,58.0
0.8,Premium,61.4,56.0
0.74,Premium,58.7,58.0
1.02,Premium,59.6,59.0
0.96,Premium,59.1,62.0
0.82,Premium,62.3,58.0
0.77,Premium,60.9,60.0
0.77,Premium,61.6,60.0
0.71,Premium,62.3,57.0
0.71,Premium,62.3,60.0
0.71,Fair,59.8,70.0
0.7,Premium,61.2,59.0
0.7,Premium,58.3,58.0
0.91,Premium,60.5,59.0
0.7,Premium,61.6,58.0
0.7,Premium,60.8,59.0
0.91,Premium,59.6,59.0
0.52,Premium,60.1,59.0
0.52,Premium,59.8,60.0
0.73,Premium,61.7,58.0
0.76,Premium,61.8,58.0
0.78,Premium,62.3,57.0
0.7,Premium,61.6,60.0
0.79,Premium,60.4,61.0
0.7,Premium,60.8,58.0
0.7,Premium,60.4,59.0
0.7,Premium,62.8,59.0
0.91,Premium,60.8,59.0
0.72,Premium,61.4,57.0
0.7,Fair,64.9,57.0
0.7,Premium,61.8,60.0
0.7,Premium,62.5,55.0
0.7,Premium,61.8,58.0
0.7,Premium,62.1,58.0
0.7,Premium,61.8,60.0
0.71,Premium,60.3,58.0
0.81,Premium,61.7,57.0
0.71,Premium,61.6,59.0
0.75,Premium,60.8,57.0
0.8,Premium,62.1,55.0
0.8,Premium,59.7,62.0
0.75,Premium,61.3,59.0
0.6,Fair,60.1,66.0
0.72,Premium,61.4,57.0
0.72,Premium,60.3,58.0
0.74,Premium,59.9,57.0
0.91,Premium,59.6,59.0
0.78,Premium,60.6,58.0
1.01,Premium,60.7,59.0
0.78,Premium,60.0,60.0
0.76,Premium,60.5,60.0
0.91,Fair,66.2,57.0
0.76,Premium,61.8,58.0
0.76,Premium,62.7,55.0
0.72,Premium,60.2,56.0
0.72,Premium,61.7,59.0
0.72,Premium,60.1,59.0
0.7,Premium,61.0,60.0
0.85,Fair,65.8,65.0
0.29,Premium,58.4,60.0
0.23,Premium,58.1,59.0
0.32,Premium,62.2,60.0
0.33,Premium,60.9,59.0
0.7,Premium,59.3,62.0
0.73,Premium,60.6,58.0
0.73,Premium,61.0,58.0
0.75,Premium,59.1,58.0
0.73,Premium,61.5,58.0
0.56,Premium,59.2,56.0
0.7,Premium,61.1,58.0
0.71,Premium,61.9,59.0
0.73,Premium,60.5,58.0
0.72,Fair,56.9,61.0
0.79,Premium,60.1,60.0
0.82,Premium,59.5,62.0
0.7,Fair,65.8,58.0
0.75,Premium,62.2,58.0
0.73,Premium,61.9,60.0
0.7,Premium,62.1,58.0
0.54,Premium,62.0,59.0
0.57,Premium,60.0,61.0
0.8,Premium,60.9,60.0
0.82,Fair,56.7,70.0
0.73,Premium,61.8,59.0
0.65,Premium,59.3,57.0
0.7,Premium,61.0,59.0
0.7,Premium,61.4,59.0
0.7,Premium,62.6,60.0
0.82,Premium,60.7,61.0
0.74,Premium,58.8,60.0
0.7,Premium,61.2,58.0
1.3,Fair,64.4,57.0
0.7,Premium,61.2,59.0
0.7,Premium,59.1,60.0
0.7,Premium,62.1,58.0
0.53,Premium,60.8,59.0
0.53,Premium,62.7,60.0
0.59,Premium,62.6,58.0
0.71,Premium,62.8,58.0
0.71,Premium,60.4,61.0
0.81,Premium,62.5,57.0
0.7,Fair,66.4,53.0
0.71,Premium,61.8,56.0
0.96,Fair,67.3,56.0
0.7,Premium,61.9,60.0
0.76,Fair,55.5,69.0
0.73,Premium,62.4,58.0
0.77,Premium,60.8,58.0
0.73,Premium,60.6,58.0
0.73,Premium,61.5,58.0
0.73,Premium,61.0,58.0
1.01,Premium,60.1,58.0
0.77,Premium,62.6,55.0
0.5,Premium,61.5,58.0
